iter	R2	RMSE
83	0.9061267161	0.04349079346
84	0.9063462453	0.04343991057
85	0.9065225	0.04339901474
86	0.9069422907	0.0433014565
87	0.9071412712	0.04325513708
88	0.9075057575	0.04317016174
89	0.9077266842	0.04311857397
90	0.9079907118	0.0430568408
91	0.9084172098	0.04295693248
92	0.9086627931	0.04289929835
93	0.908884872	0.04284711356
94	0.9091242993	0.04279078089
95	0.9092549923	0.04276
96	0.9094896706	0.04270467278
97	0.909889734	0.04261018909
98	0.9102703834	0.04252009554
99	0.910443475	0.04247906436
100	0.9106158539	0.0424381627
101	0.9107851496	0.04239795421
102	0.9109902082	0.04234920074
103	0.9111077879	0.04232122038
104	0.9113376292	0.04226647171
105	0.9115468301	0.04221657792
106	0.9117132645	0.04217684163
107	0.9119646436	0.0421167537
108	0.9121117791	0.04208154363
109	0.9123129495	0.0420333551
110	0.9124556683	0.04199913458
111	0.9126312741	0.04195699024
112	0.9128185702	0.04191199362
113	0.9129838157	0.04187225436
114	0.9131355262	0.04183573683
115	0.9132259024	0.04181396763
116	0.9134083854	0.0417699778
117	0.9136315418	0.04171612011
118	0.9139802633	0.04163181836
119	0.9142387024	0.04156923167
120	0.9143737152	0.04153649784
121	0.9144708072	0.04151294197
122	0.9146240332	0.04147573998
123	0.9147428752	0.04144686313
124	0.9148794719	0.04141364729
125	0.9150384814	0.0413749478
126	0.9151765425	0.04134131732
127	0.9153808227	0.0412915062
128	0.915649587	0.04122587978
129	0.9157679378	0.04119694791
130	0.9158681004	0.04117244642
131	0.9158850603	0.0411682963
132	0.9160869605	0.04111885871
133	0.9162663294	0.04107488825
134	0.9163498207	0.04105440513
135	0.9164185038	0.04103754729
136	0.916502058	0.04101703009
137	0.9166945677	0.04096971916
138	0.9167682966	0.04095158517
139	0.9168552654	0.0409301844
140	0.9170935871	0.04087148225
141	0.9172187901	0.04084060908
142	0.9174931123	0.04077288367
143	0.9176873796	0.04072485431
144	0.9177157583	0.04071783341
145	0.9178359991	0.04068807235
146	0.9179616115	0.04065695846
147	0.9182095583	0.04059547266
148	0.9183245776	0.04056691857
149	0.9184183899	0.04054361431
150	0.9184416342	0.04053783805
151	0.9186828874	0.0404778373
152	0.9188092729	0.04044636913
153	0.9188616499	0.04043332083
154	0.9189904038	0.0404012274
155	0.9190821308	0.04037834781
156	0.9192288978	0.04034171253
157	0.9193237009	0.04031803053
158	0.9193799933	0.04030396199
159	0.9195886714	0.0402517665
160	0.9196525463	0.04023577628
161	0.9199115813	0.04017086514
162	0.9199442273	0.04016267701
163	0.9200038452	0.04014771955
164	0.9202088541	0.04009624258
165	0.9203423427	0.04006268853
166	0.9204448836	0.04003689447
167	0.9205636271	0.0400070039
168	0.9207158401	0.03996865557
169	0.9209211365	0.0399168751
170	0.9210088872	0.03989472188
171	0.9211104861	0.0398690572
172	0.9212247324	0.03984017793
173	0.9213126116	0.0398179495
174	0.9215522823	0.03975726332
175	0.9215936956	0.03974676782
176	0.9216617232	0.03972952134
177	0.9218469444	0.03968252578
178	0.9220493485	0.03963110672
179	0.9221197528	0.03961320544
180	0.9221482372	0.0396059606
181	0.922415321	0.03953796472
182	0.9224589639	0.03952684272
183	0.9224618111	0.03952611702
184	0.9225057323	0.03951492072
185	0.9225676312	0.03949913621
186	0.9226508272	0.0394779109
187	0.9226972649	0.03946605855
188	0.9228263319	0.0394330979
189	0.9228794653	0.03941952091
190	0.9230229248	0.03938283977
191	0.9231374797	0.0393535247
192	0.9232489327	0.03932498245
193	0.9234053916	0.03928487953
194	0.9234349999	0.03927728584
195	0.9234444764	0.03927485508
196	0.9235652351	0.03924386678
197	0.9236043481	0.03923382461
198	0.9236067695	0.03923320283
199	0.9236815209	0.03921400313
200	0.9237278687	0.0392020941
201	0.9238522506	0.03917011636
202	0.9239617135	0.03914195259
203	0.9241736725	0.03908735982
204	0.9243230057	0.03904885133
205	0.9245690814	0.03898531286
206	0.9246328223	0.03896883765
207	0.9247045656	0.03895028568
208	0.9248102895	0.03892293061
209	0.9249065586	0.03889800516
210	0.9249697101	0.03888164564
211	0.92503864	0.03886378138
212	0.9251706654	0.03882954193
213	0.9252045314	0.03882075427
214	0.9253168221	0.03879160246
215	0.9254657315	0.03875291025
216	0.925526518	0.03873710453
217	0.9256163483	0.03871373503
218	0.9256962585	0.03869293442
219	0.9257464296	0.03867986914
220	0.9257984272	0.03866632358
221	0.9258275104	0.03865874524
222	0.9258654753	0.03864885032
223	0.9259319324	0.03863152326
224	0.9259709609	0.03862134389
225	0.9260239379	0.03860752223
226	0.9261780549	0.03856728505
227	0.9262702604	0.03854319175
228	0.9263629833	0.03851894808
229	0.9264773258	0.03848903061
230	0.9265648486	0.03846611476
231	0.9266807339	0.0384357518
232	0.9267358258	0.03842130884
233	0.9267587836	0.03841528856
234	0.9268021306	0.03840391905
235	0.9269129076	0.03837484797
236	0.9270633715	0.03833532661
237	0.9271154013	0.03832165081
238	0.9271693684	0.03830746063
239	0.927243088	0.03828806819
240	0.9273078645	0.03827102019
241	0.9273814437	0.03825164626
242	0.9275125819	0.03821709231
243	0.927540091	0.03820983988
244	0.9275908105	0.03819646474
245	0.9275936737	0.03819570955
246	0.9276937524	0.03816930373
247	0.9278067249	0.03813947389
248	0.9278600926	0.03812537429
249	0.9280252911	0.03808169622
250	0.928169928	0.03804341339
251	0.9281883835	0.03803852578
252	0.9282688066	0.03801721981
253	0.9283462881	0.03799668183
254	0.9284679375	0.03796441387
255	0.9285781232	0.03793516302
256	0.9286220629	0.03792349212
257	0.9287002864	0.03790270613
258	0.9287754844	0.03788271334
259	0.9288270533	0.03786899671
260	0.928912921	0.03784614598
261	0.9289988839	0.03782325612
262	0.9290954461	0.03779752737
263	0.9292473901	0.03775700678
264	0.9292480418	0.0377568329
265	0.9294303677	0.03770815234
266	0.9294744333	0.03769637751
267	0.9295175571	0.03768485077
268	0.9295610142	0.03767323137
269	0.9295869167	0.03766630396
270	0.9295910376	0.03766520174
271	0.9296630132	0.03764594517
272	0.9296914697	0.03763832912
273	0.9298215417	0.03760349723
274	0.9298958867	0.03758357391
275	0.9299418328	0.0375712558
276	0.9300023044	0.03755503724
277	0.930040997	0.03754465617
278	0.9301258949	0.03752186832
279	0.9301664193	0.0375109861
280	0.9302402393	0.03749115471
281	0.9303140075	0.03747132675
282	0.9304043926	0.0374470181
283	0.9304455355	0.03743594765
284	0.9305971438	0.03739512572
285	0.9306962258	0.03736842287
286	0.930770076	0.03734850763
287	0.9308139735	0.03733666473
288	0.9308670285	0.03732234626
289	0.9309728077	0.03729378219
290	0.9310372211	0.0372763776
291	0.9310377129	0.03727624469
292	0.9310706884	0.03726733148
293	0.931155687	0.03724434672
294	0.9312657403	0.03721456572
295	0.9312890998	0.03720824146
296	0.931339598	0.03719456608
297	0.9314353317	0.03716862672
298	0.9314727969	0.03715847047
299	0.9315496821	0.03713761935
300	0.9316216899	0.03711808033
301	0.9316554146	0.03710892575
302	0.9317176912	0.03709201478
303	0.9317782738	0.03707555644
304	0.9318533834	0.03705514141
305	0.9319164222	0.03703799858
306	0.9319512545	0.03702852285
307	0.9320070969	0.0370133265
308	0.9320077831	0.03701313971
309	0.9320338605	0.03700604111
310	0.9320795535	0.03699359962
311	0.9321900222	0.03696350338
312	0.9322697356	0.03694177094
313	0.9323024137	0.03693285815
314	0.9323030108	0.03693269527
315	0.932338787	0.03692293496
316	0.9323586148	0.03691752454
317	0.9325268178	0.03687159476
318	0.9326460252	0.03683900916
319	0.9327384702	0.03681371926
320	0.9327753576	0.03680362322
321	0.9328528904	0.03678239359
322	0.9328606924	0.03678025659
323	0.9329019416	0.0367689563
324	0.9329603931	0.03675293744
325	0.9329889366	0.03674511244
326	0.9331004545	0.03671452462
327	0.9331422404	0.03670305676
328	0.9331529114	0.0367001276
329	0.9331720547	0.03669487223
330	0.9333333336	0.03665056679
331	0.9333898698	0.03663502288
332	0.9334250825	0.03662533825
333	0.9334930838	0.03660662843
334	0.9334948039	0.03660615505
335	0.9335385399	0.03659411635
336	0.9335767229	0.03658360296
337	0.9336211913	0.03657135508
338	0.9336394672	0.03656632019
339	0.9336673648	0.03655863323
340	0.9336680545	0.03655844317
341	0.9337371085	0.03653940888
342	0.9337638004	0.03653204877
343	0.9338049766	0.03652069181
344	0.9339166176	0.03648988188
345	0.9339515712	0.03648023026
346	0.9340142844	0.03646290712
347	0.9341345015	0.0364296767
348	0.934180222	0.03641703071
349	0.9343224566	0.03637766136
350	0.9343820112	0.03636116447
351	0.9344495406	0.03634244949
352	0.93449986	0.03632849778
353	0.934601349	0.03630034234
354	0.9346405957	0.03628944852
355	0.9346665557	0.03628224092
356	0.9346673827	0.03628201128
357	0.934668002	0.03628183934
358	0.9347291596	0.03626485354
359	0.9347745343	0.03625224614
360	0.9348324289	0.03623615368
361	0.9349208677	0.03621155732
362	0.9349865938	0.03619326693
363	0.9350083299	0.03618721612
364	0.9350380014	0.03617895467
365	0.9350668115	0.03617093124
366	0.9351199271	0.03615613425
367	0.9351225577	0.03615540127
368	0.9351840547	0.03613826144
369	0.9352445908	0.03612138147
370	0.9352623735	0.03611642143
371	0.9353204769	0.03610021017
372	0.9353343984	0.03609632488
373	0.935394467	0.03607955585
374	0.9353955692	0.03607924807
375	0.9354142905	0.03607402012
376	0.9355086755	0.03604765135
377	0.9355374286	0.03603961461
378	0.9356150061	0.03601792216
379	0.9356623363	0.03600468112
380	0.935697635	0.03599480282
381	0.935754517	0.03597887876
382	0.9357868019	0.03596983751
383	0.9358578805	0.03594992418
384	0.9360205426	0.0359043114
385	0.9360767756	0.03588852939
386	0.9360922268	0.03588419172
387	0.9360929979	0.03588397522
388	0.9361459925	0.03586909384
389	0.9361701325	0.03586231305
390	0.9362159561	0.03584943792
391	0.9362727279	0.03583348024
392	0.9363225333	0.03581947484
393	0.9363397271	0.03581463865
394	0.9363847992	0.03580195783
395	0.9363985984	0.03579807461
396	0.9364363029	0.03578746205
397	0.9364693515	0.03577815736
398	0.9365005206	0.03576937964
399	0.9365509671	0.0357551685
400	0.9365714113	0.03574940763
401	0.9366039128	0.03574024726
402	0.9366334018	0.03573193393
403	0.9366354877	0.03573134579
404	0.9366368617	0.0357309584
405	0.9366705555	0.03572145704
406	0.9366852148	0.03571732247
407	0.9366882547	0.035716465
408	0.9367677625	0.03569403133
409	0.9367828171	0.03568978198
410	0.9368108781	0.03568186007
411	0.9368888264	0.03565984523
412	0.9369392114	0.0356456078
413	0.9369857781	0.03563244427
414	0.9371096232	0.03559741192
415	0.9371235074	0.0355934823
416	0.9371514582	0.03558557016
417	0.937201707	0.0355713416
418	0.9372122821	0.03556834639
419	0.93726348	0.03555384198
420	0.9373033279	0.03554254896
421	0.9373516016	0.03552886321
422	0.937370252	0.03552357438
423	0.937397744	0.03551577677
424	0.9374316447	0.03550615913
425	0.9374577051	0.03549876401
426	0.9375273907	0.03547898186
427	0.9376186012	0.03545307261
428	0.9376773069	0.03543638664
429	0.9377035646	0.03542892086
430	0.9377347431	0.0354200539
431	0.9377563128	0.03541391832
432	0.9377891547	0.0354045743
433	0.9378251512	0.03539432989
434	0.9378282096	0.03539345937
435	0.9378716358	0.03538109626
436	0.9378730094	0.03538070514
437	0.9378822862	0.03537806352
438	0.9378836546	0.03537767385
439	0.9379422728	0.03536097723
440	0.9380365614	0.03533410384
441	0.9381308731	0.03530720337
442	0.9381423151	0.0353039384
443	0.9381795577	0.0352933091
444	0.9382403002	0.03527596587
445	0.9382866653	0.03526272195
446	0.9383027091	0.03525813799
447	0.9383790177	0.03523632722
448	0.9384246217	0.03522328607
449	0.9384480192	0.03521659336
450	0.9384692771	0.03521051154
451	0.9384757843	0.03520864963
452	0.9384933464	0.03520362413
453	0.9385154098	0.0351973095
454	0.9385222381	0.03519535499
455	0.938541042	0.03518997205
456	0.9385789381	0.03517912118
457	0.9385812759	0.03517845168
458	0.9386358471	0.03516281999
459	0.9386362121	0.03516271541
460	0.9386635397	0.03515488489
461	0.9386697744	0.03515309815
462	0.9386938086	0.03514620956
463	0.9387055582	0.03514284142
464	0.9387479085	0.03513069867
465	0.938777658	0.03512216631
466	0.9388482314	0.03510191715
467	0.9388907435	0.03508971377
468	0.9389443607	0.03507431656
469	0.938998222	0.03505884243
470	0.9389984289	0.03505878295
471	0.9390006038	0.03505815797
472	0.939043929	0.03504570562
473	0.9390655798	0.03503948118
474	0.9390675434	0.03503891662
475	0.9391068615	0.03502760995
476	0.9391838089	0.03500547169
477	0.9392280209	0.03499274531
478	0.9392401397	0.03498925609
479	0.9392486868	0.03498679502
480	0.9392620814	0.03498293783
481	0.9392937811	0.03497380767
482	0.9393264268	0.03496440257
483	0.9393284542	0.03496381838
484	0.9393589974	0.03495501656
485	0.9393619588	0.03495416304
486	0.9393975091	0.03494391524
487	0.9394420553	0.03493107
488	0.939466367	0.03492405757
489	0.9395179906	0.03490916263
490	0.9395489356	0.03490023103
491	0.9395744286	0.03489287131
492	0.9395746541	0.03489280619
493	0.9396223037	0.03487904579
494	0.9396689403	0.03486557264
495	0.9397578782	0.03483986437
496	0.939759121	0.03483950498
497	0.9398027019	0.03482690051
498	0.9398706195	0.03480724823
499	0.9399115012	0.03479541358
500	0.9399665475	0.0347794721
501	0.9399823377	0.03477489789
502	0.939997254	0.03477057629
503	0.9400188757	0.03476431103
504	0.9400500807	0.03475526684
505	0.9401077912	0.0347385343
506	0.9401360287	0.03473034421
507	0.9402168397	0.03470689487
508	0.9402425174	0.03469944052
509	0.9402840467	0.03468738099
510	0.9403291515	0.03467427845
511	0.9404021941	0.03465304971
512	0.9404325502	0.03464422333
513	0.9404690292	0.03463361365
514	0.9404938143	0.03462640324
515	0.9405485325	0.03461047943
516	0.9406192275	0.03458989529
517	0.9406433431	0.03458287077
518	0.9406813897	0.0345717855
519	0.9406967802	0.03456730028
520	0.9407230103	0.03455965481
521	0.940782735	0.03454224007
522	0.9408202927	0.03453128438
523	0.9408695969	0.03451689693
524	0.9408750904	0.03451529348
525	0.9408805154	0.03451370997
526	0.9409347133	0.03449788609
527	0.940979287	0.03448486671
528	0.9409921477	0.03448110933
529	0.9410313365	0.0344696575
530	0.9410511635	0.03446386214
531	0.9410781105	0.03445598409
532	0.941082998	0.03445455502
533	0.9411229814	0.03444286193
534	0.941218596	0.03441488345
535	0.9412364184	0.0344096658
536	0.9413407401	0.03437910887
537	0.9413581526	0.03437400593
538	0.941380388	0.03436748845
539	0.9413964652	0.03436277526
540	0.9414402582	0.03434993364
541	0.9414562022	0.03434525709
542	0.9414724331	0.03434049578
543	0.9414838498	0.03433714629
544	0.9415297729	0.03432366987
545	0.9415696846	0.03431195322
546	0.9415974339	0.03430380464
547	0.9416132035	0.03429917304
548	0.941653816	0.03428724213
549	0.9417125579	0.03426997788
550	0.9417285859	0.03426526575
551	0.9417591792	0.0342562697
552	0.9418038054	0.034243143
553	0.9418346435	0.03423406909
554	0.9418421727	0.03423185331
555	0.9418833495	0.03421973278
556	0.9418846033	0.03421936364
557	0.9419591249	0.03419741679
558	0.9420019793	0.03418478965
559	0.9420271862	0.0341773602
560	0.9420349148	0.03417508198
561	0.9420648311	0.03416626179
562	0.9420856695	0.03416011671
563	0.9421165065	0.03415102108
564	0.9421686722	0.03413562881
565	0.9421795477	0.03413241896
566	0.9422149818	0.0341219587
567	0.9422510986	0.03411129356
568	0.9422645215	0.03410732899
569	0.9422746542	0.03410433592
570	0.9422928333	0.03409896534
571	0.9423174278	0.03409169819
572	0.9423418525	0.03408447963
573	0.9423645228	0.03407777824
574	0.9424109531	0.03406404918
575	0.9425090042	0.0340350381
576	0.9425249561	0.03403031596
577	0.9425327797	0.03402799977
578	0.9425465863	0.03402391186
579	0.9425662863	0.0340180782
580	0.9426425684	0.0339954797
581	0.9426549527	0.03399180944
582	0.9426727159	0.03398654438
583	0.9426748718	0.03398590532
584	0.9427631734	0.03395971987
585	0.9427863632	0.0339528397
586	0.9427972605	0.03394960611
587	0.9427989954	0.03394909126
588	0.9428081701	0.03394636855
589	0.9428240721	0.03394164887
590	0.942857956	0.03393159006
591	0.9428708787	0.03392775301
592	0.9429179555	0.03391377117
593	0.9429450898	0.03390570965
594	0.942988204	0.03389289662
595	0.9430430966	0.03387657616
596	0.9430869581	0.03386352979
597	0.9431245825	0.03385233458
598	0.9431338661	0.03384957164
599	0.9431575523	0.0338425213
600	0.9431791253	0.03383609869
601	0.9431850538	0.03383433349
602	0.9432070757	0.03382777563
603	0.9432623373	0.03381131379
604	0.9433076482	0.03379781017
605	0.9433262854	0.03379225434
606	0.9433514077	0.03378476378
607	0.94336994	0.03377923708
608	0.9433847433	0.03377482179
609	0.9434168609	0.03376524025
610	0.9434346894	0.03375992039
611	0.9434820245	0.03374579191
612	0.9435230577	0.03373353961
613	0.943542334	0.03372778228
614	0.9435766383	0.03371753404
615	0.9436565214	0.03369365727
616	0.9436765101	0.03368768008
617	0.9436960115	0.03368184757
618	0.9437078739	0.03367829924
619	0.9437340397	0.03367047113
620	0.94375354	0.03366463599
621	0.9438052391	0.03364916096
622	0.9438199889	0.0336447446
623	0.9438420028	0.03363815218
624	0.9438616765	0.03363225949
625	0.9439103803	0.03361766718
626	0.9439303077	0.03361169485
627	0.943955767	0.03360406303
628	0.9440043184	0.03358950419
629	0.94405673	0.03357378075
630	0.9440577297	0.03357348074
631	0.9441080583	0.03355837512
632	0.9441323952	0.03355106819
633	0.9441435244	0.03354772625
634	0.9441686231	0.03354018819
635	0.9442102049	0.03352769592
636	0.9442250051	0.03352324841
637	0.9442769614	0.03350763074
638	0.9443061224	0.033498862
639	0.9443230244	0.0334937785
640	0.9443307269	0.03349146161
641	0.9443754631	0.03347800192
642	0.9443875959	0.03347435061
643	0.9444057823	0.03346887678
644	0.944431135	0.03346124446
645	0.9444686974	0.03344993331
646	0.9444939019	0.03344234131
647	0.9445345386	0.03343009732
648	0.9445787282	0.03341677771
649	0.944600403	0.03341024253
650	0.9446101993	0.03340728846
651	0.9446352022	0.03339974759
652	0.9446743404	0.03338794011
653	0.9446972064	0.03338103981
654	0.9447190572	0.03337444454
655	0.9447235896	0.03337307634
656	0.9447551824	0.03336353791
657	0.9447664407	0.0333601382
658	0.9447800514	0.03335602761
659	0.9447874256	0.03335380031
660	0.9448020987	0.03334936802
661	0.9448855769	0.03332414062
662	0.9448859606	0.03332402464
663	0.9449298215	0.03331076203
664	0.9449373104	0.03330849699
665	0.9449718546	0.03329804713
666	0.9449918087	0.03329200939
667	0.945039399	0.03327760499
668	0.9450457981	0.03327566765
669	0.9450804646	0.03326517043
670	0.9451330078	0.03324925372
671	0.9451500223	0.03324409795
672	0.9451803926	0.03323489311
673	0.9451890612	0.03323226528
674	0.9452158822	0.03322413339
675	0.9452296578	0.033219956
676	0.9452464527	0.03321486227
677	0.9452654392	0.03320910294
678	0.945314355	0.03319426029
679	0.9453271417	0.0331903793
680	0.9453549248	0.03318194504
681	0.9453763411	0.03317544212
682	0.9454047995	0.03316679896
683	0.9454093292	0.03316542303
684	0.9454262205	0.03316029165
685	0.9454356176	0.03315743657
686	0.945436166	0.03315726997
687	0.9455262521	0.03312988696
688	0.9455473011	0.03312348554
689	0.9455610483	0.03311930406
690	0.9455817822	0.03311299647
691	0.9455962308	0.03310860027
692	0.9456188607	0.0331017136
693	0.9457172391	0.03307175864
694	0.9457389381	0.03306514793
695	0.9457736494	0.0330545702
696	0.9457947842	0.03304812805
697	0.9458425147	0.03303357453
698	0.945846564	0.03303233959
699	0.9458645893	0.0330268416
700	0.9458729116	0.03302430287
701	0.9459421834	0.03300316389
702	0.9459593016	0.03299793801
703	0.9459715387	0.03299420172
704	0.9460243768	0.03297806416
705	0.9460336935	0.03297521786
706	0.9460475398	0.0329709873
707	0.9460840492	0.03295982975
708	0.9460979535	0.03295557949
709	0.946108884	0.03295223791
710	0.9461164969	0.03294991033
711	0.9461187461	0.03294922263
712	0.946162836	0.03293573902
713	0.9461681595	0.03293411062
714	0.946201953	0.03292377163
715	0.9462411347	0.03291178009
716	0.9462645502	0.03290461169
717	0.9462753163	0.03290131525
718	0.9462920566	0.03289618891
719	0.9463555427	0.0328767405
720	0.9463827615	0.03286839874
721	0.9463996308	0.03286322772
722	0.9464159146	0.03285823541
723	0.9464281793	0.0328544748
724	0.9464505142	0.0328476253
725	0.946464206	0.03284342573
726	0.9464784506	0.03283905601
727	0.9464837145	0.03283744109
728	0.9464909479	0.0328352218
729	0.9465076923	0.0328300839
730	0.946516946	0.03282724413
731	0.9465183731	0.03282680615
732	0.946604506	0.03280036149
733	0.9466134733	0.03279760712
734	0.9466251958	0.0327940061
735	0.9466328583	0.03279165205
736	0.9466409918	0.03278915312
737	0.9466589883	0.03278362323
738	0.9466838228	0.03277599066
739	0.9466874329	0.03277488098
740	0.9467159615	0.03276611058
741	0.9467200043	0.03276486751
742	0.9467359641	0.03275995986
743	0.9467685981	0.03274992259
744	0.9467768812	0.03274737444
745	0.9467873851	0.03274414282
746	0.9468202202	0.0327340388
747	0.9468247436	0.03273264662
748	0.9468399899	0.03272795379
749	0.9469498302	0.03269412472
750	0.9469612296	0.03269061187
751	0.9469664535	0.03268900194
752	0.9469771794	0.03268569616
753	0.9469880765	0.03268233723
754	0.9470034539	0.03267759673
755	0.9470234096	0.03267144382
756	0.9470412624	0.03266593834
757	0.9470794992	0.0326541436
758	0.9470867687	0.03265190073
759	0.9471176133	0.03264238251
760	0.9471343813	0.03263720694
761	0.9471692193	0.03262645135
762	0.9471713524	0.0326257927
763	0.947220758	0.03261053323
764	0.9472430391	0.03260364912
765	0.9472464452	0.03260259663
766	0.9472575249	0.03259917273
767	0.9472662858	0.03259646513
768	0.9473236502	0.03257873087
769	0.9473392828	0.03257389639
770	0.9473563217	0.03256862614
771	0.9473704721	0.03256424869
772	0.9473930277	0.03255726987
773	0.9474261675	0.03254701351
774	0.9474564027	0.03253765327
775	0.9474788954	0.03253068823
776	0.9474894544	0.03252741803
777	0.9475080712	0.03252165146
778	0.9475173252	0.03251878466
779	0.9475337206	0.03251370488
780	0.9475979303	0.0324938032
781	0.947617619	0.03248769829
782	0.9476534614	0.03247658161
783	0.9476654808	0.03247285288
784	0.9476894748	0.03246540804
785	0.9476917491	0.0324647023
786	0.9476940091	0.03246400096
787	0.9477018196	0.03246157706
788	0.9477199705	0.03245594343
789	0.9477440183	0.03244847802
790	0.9477454256	0.03244804109
791	0.9477855196	0.0324355903
792	0.9478030001	0.03243016041
793	0.9478516661	0.03241503872
794	0.9478533677	0.03241450984
795	0.9478634764	0.0324113679
796	0.9478660125	0.0324105796
797	0.9478887169	0.03240352141
798	0.9479275901	0.03239143321
799	0.9479410335	0.03238725171
800	0.9480086299	0.03236621813
801	0.9480242418	0.03236135833
802	0.9480367299	0.03235747042
803	0.9480469938	0.03235427459
804	0.9480642849	0.03234889003
805	0.9480748207	0.03234560869
806	0.9480789783	0.03234431372
807	0.9481093948	0.03233483832
808	0.9481219377	0.03233093012
809	0.948122174	0.03233085648
810	0.948127361	0.03232924014
811	0.9481937659	0.03230854033
812	0.9482085649	0.03230392538
813	0.9482614967	0.03228741354
814	0.9482712158	0.03228438081
815	0.9482816919	0.03228111153
816	0.9482911659	0.0322781547
817	0.9483058866	0.03227355982
818	0.9483301822	0.03226597482
819	0.9483448548	0.03226139325
820	0.948356202	0.03225784958
821	0.9483592703	0.03225689132
822	0.9483805656	0.03225023967
823	0.9483919934	0.03224666961
824	0.9484016597	0.03224364953
825	0.9484162326	0.03223909592
826	0.9484228958	0.03223701364
827	0.9484551144	0.03222694335
828	0.9484614182	0.03222497265
829	0.9484737892	0.03222110488
830	0.9484807949	0.03221891437
831	0.9484907917	0.03221578832
832	0.9484966409	0.03221395913
833	0.9485037868	0.03221172427
834	0.9485279379	0.03220416992
835	0.9485396613	0.03220050226
836	0.9485632089	0.03219313414
837	0.9485763962	0.03218900705
838	0.9486428937	0.03216818801
839	0.9486682068	0.03216025945
840	0.9486830522	0.03215560866
841	0.948708021	0.03214778488
842	0.9487391183	0.03213803811
843	0.9487590624	0.03213178555
844	0.9487688547	0.03212871516
845	0.9487779573	0.03212586076
846	0.9488186438	0.03211309916
847	0.9488578296	0.0321008035
848	0.9488811077	0.03209349709
849	0.9488938837	0.03208948632
850	0.9489008788	0.03208729015
851	0.9489259477	0.03207941825
852	0.9489504813	0.03207171261
853	0.9489657043	0.03206693035
854	0.948970947	0.0320652832
855	0.9489905941	0.03205910977
856	0.9490098121	0.03205307
857	0.9490170838	0.03205078438
858	0.9490339344	0.03204548729
859	0.9490507081	0.03204021354
860	0.9490813378	0.03203058112
861	0.9490998112	0.03202477023
862	0.9491273732	0.03201609849
863	0.9491322947	0.03201454981
864	0.9491420728	0.03201147262
865	0.9491540593	0.03200770007
866	0.949224401	0.03198555224
867	0.9492348311	0.03198226691
868	0.9492576892	0.03197506575
869	0.9492806821	0.0319678205
870	0.9493229333	0.03195450247
871	0.949329123	0.03195255098
872	0.9493398821	0.03194915851
873	0.9493482192	0.03194652945
874	0.9493516824	0.0319454373
875	0.9493814997	0.03193603258
876	0.9494244971	0.03192246582
877	0.9494457492	0.03191575812
878	0.9494619782	0.03191063489
